"SchoolCode","SchoolName","EthnicityRace","Grade","PrimaryResidency","UnaccompaniedYouthIndicator","RunawayYouthIndicator","StartDate","EnrollmentStatusCode","ExitDate","SINFStartDate","EngLangAcqStatus","TitleIMigrant","SpecialEducation","year"
6027288,"Barton (Clara) Elementary","Hispanic","KN","100-Temporary Shelters","N","N","10/7/2013","10-Primary enrollment","6/27/2014","10/7/2013","EO  ","N","N","2013-2014"
6027288,"Barton (Clara) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","8/20/2013","10-Primary enrollment","6/30/2014","9/27/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/30/2013","10-Primary enrollment","9/6/2013","11/5/2013","EO  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","8/21/2013","10-Primary enrollment","8/21/2013","8/22/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","4/9/2012","10-Primary enrollment","12/20/2013","7/1/2013","IFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/27/2014","8/13/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","7/5/2013","7/26/2012","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","4/8/2014","10-Primary enrollment","6/9/2014","4/21/2014","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","4/8/2014","10-Primary enrollment","6/9/2014","4/21/2014","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Asian","2","120-Temporarily Doubled Up","N","N","11/28/2012","10-Primary enrollment","7/5/2013","2/25/2016","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","9/2/2011","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","9/2/2011","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","8/5/2013","10-Primary enrollment","6/27/2014","4/26/2016","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","10/31/2011","10-Primary enrollment","3/28/2014","5/8/2014","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","5/27/2010","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/8/2013","10-Primary enrollment","6/27/2014","7/8/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","10/20/2011","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","Y","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","8/14/2012","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","8/5/2008","10-Primary enrollment","8/1/2013","8/27/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","10/3/2011","10-Primary enrollment","6/27/2014","3/31/2016","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","10/3/2011","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","9/6/2011","10-Primary enrollment","6/27/2014","2/4/2014","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","8/4/2010","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/8/2008","10-Primary enrollment","6/27/2014","7/1/2013","RFEP","Y","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","Y","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","1/31/2014","2/26/2014","EL  ","Y","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","8/5/2013","10-Primary enrollment","6/27/2014","8/5/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/8/2013","10-Primary enrollment","6/27/2014","7/23/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/8/2013","10-Primary enrollment","6/27/2014","7/22/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","8/6/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","7/13/2011","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","1/8/2013","10-Primary enrollment","6/27/2014","2/4/2014","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","7/9/2009","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","7/13/2011","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/8/2013","10-Primary enrollment","6/27/2014","7/19/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","8/6/2012","10-Primary enrollment","12/20/2013","1/14/2014","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","12/20/2013","1/14/2014","EL  ","N","Y","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","8/29/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","8/6/2012","10-Primary enrollment","12/20/2013","1/14/2014","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","3/25/2014","10-Primary enrollment","6/27/2014","3/25/2014","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","2/19/2014","10-Primary enrollment","2/28/2014","2/19/2014","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","EO  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/8/2013","10-Primary enrollment","6/27/2014","7/8/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","8/5/2013","10-Primary enrollment","6/27/2014","8/5/2013","EO  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/27/2014","8/15/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/20/2014","4/14/2015","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","8/2/2011","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","Y","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/8/2008","10-Primary enrollment","6/27/2014","7/1/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","3/11/2013","10-Primary enrollment","6/30/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","2/14/2014","2/18/2014","EO  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","8/10/2011","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","Y","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","8/10/2011","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/8/2013","10-Primary enrollment","6/27/2014","7/16/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/27/2014","8/12/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","Y","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","110-Hotels/motels","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/9/2007","10-Primary enrollment","6/30/2014","7/1/2013","EO  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","7/9/2009","10-Primary enrollment","6/27/2014","7/1/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","10/29/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/8/2008","10-Primary enrollment","6/27/2014","7/1/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","7/13/2011","10-Primary enrollment","6/27/2014","9/14/2015","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","8/10/2011","10-Primary enrollment","6/27/2014","9/14/2015","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","8/6/2012","10-Primary enrollment","6/27/2014","7/1/2013","EO  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/27/2014","9/11/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/27/2014","7/1/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/27/2014","1/20/2015","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","4","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/8/2013","10-Primary enrollment","6/27/2014","7/23/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","8/5/2013","10-Primary enrollment","6/27/2014","8/14/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","12/4/2013","10-Primary enrollment","4/28/2014","4/29/2014","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/8/2013","10-Primary enrollment","6/27/2014","8/14/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","2","120-Temporarily Doubled Up","N","N","8/2/2012","10-Primary enrollment","10/4/2013","9/16/2015","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/8/2013","10-Primary enrollment","12/20/2013","1/27/2014","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","12/20/2013","1/27/2014","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","3","120-Temporarily Doubled Up","N","N","7/6/2010","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","110-Hotels/motels","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/1/2013","EO  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","110-Hotels/motels","N","N","7/8/2013","10-Primary enrollment","6/27/2014","7/8/2013","EO  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","12/17/2013","10-Primary enrollment","1/27/2014","1/29/2014","IFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","8/6/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","Y","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/28/2015","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","7/8/2008","10-Primary enrollment","6/27/2014","7/1/2013","IFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","8/5/2013","10-Primary enrollment","1/31/2014","2/3/2014","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","8/6/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","7/30/2007","10-Primary enrollment","6/30/2014","7/1/2013","EL  ","N","Y","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/30/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","White","4","120-Temporarily Doubled Up","N","N","12/11/2012","10-Primary enrollment","7/5/2013","11/8/2015","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/8/2013","10-Primary enrollment","6/27/2014","7/8/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/27/2014","9/14/2015","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","6","120-Temporarily Doubled Up","N","N","8/5/2013","10-Primary enrollment","6/30/2014","8/5/2013","RFEP","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","2/3/2014","10-Primary enrollment","6/27/2014","2/3/2014","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","KN","120-Temporarily Doubled Up","N","N","7/8/2013","10-Primary enrollment","6/27/2014","7/22/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","1","120-Temporarily Doubled Up","N","N","7/9/2012","10-Primary enrollment","6/27/2014","7/1/2013","EL  ","N","N","2013-2014"
6027429,"Edison (Thomas) Elementary","Hispanic","5","120-Temporarily Doubled Up","N","N","9/9/2010","10-Primary enrollment","6/27/2014","7/1/2013","RFEP","N","N","2013-2014"
